work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Engineer,Data Engineering,GBP,68000,83667,United Kingdom,Senior,Full-time,Remote,United Kingdom,M
2023,Data Analyst,Data Analysis,USD,120350,120350,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,74400,74400,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,123000,123000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,140000,140000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,90000,90000,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,214500,214500,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,132600,132600,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,154000,154000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,103000,103000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,90000,90000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000,United States,Senior,Full-time,Remote,United States,M
2023,Data Manager,Leadership and Management,USD,140000,140000,United States,Executive,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,100000,100000,United States,Executive,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,170000,170000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,100000,100000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,115000,115000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105000,105000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,296100,296100,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,144500,144500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,220000,220000,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,187000,187000,United States,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,118600,118600,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,96800,96800,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,100000,100000,United States,Entry-level,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,EUR,45000,48585,Italy,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Analyst,Data Analysis,USD,142000,142000,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,128000,128000,United States,Mid-level,Full-time,In-person,United States,M
2023,ETL Developer,Data Engineering,USD,99500,99500,United States,Senior,Full-time,In-person,United States,M
2023,ETL Developer,Data Engineering,USD,53300,53300,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,210000,210000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,165000,165000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,172000,172000,United States,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,125000,125000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,250000,250000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,234900,234900,United States,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,68400,68400,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,155000,155000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,139000,139000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,142000,142000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,128000,128000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,172000,172000,United States,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,125000,125000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,128000,128000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,81500,81500,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,167500,167500,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,106500,106500,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,150000,150000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,100000,100000,United States,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,139600,139600,United States,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85700,85700,United States,Senior,Full-time,In-person,United States,M
2020,Azure Data Engineer,Data Engineering,USD,100000,100000,Mauritius,Entry-level,Full-time,In-person,Mauritius,S
2023,Data Engineer,Data Engineering,USD,143000,143000,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,95000,95000,United States,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,130000,130000,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,330000,330000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,188000,188000,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,238000,238000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,156000,156000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Analyst,Data Analysis,USD,145000,145000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,106000,106000,United States,Senior,Full-time,Remote,United States,M
2023,Decision Scientist,Data Science and Research,GBP,140000,172256,United Kingdom,Senior,Full-time,Remote,United Kingdom,M
2023,Decision Scientist,Data Science and Research,GBP,100000,123040,United Kingdom,Senior,Full-time,Remote,United Kingdom,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,297300,297300,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,198200,198200,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,269100,269100,United States,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,131300,131300,United States,Senior,Full-time,In-person,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,USD,220000,220000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,USD,150000,150000,United States,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,GBP,60000,73824,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Data Engineer,Data Engineering,GBP,50000,61520,United Kingdom,Senior,Full-time,In-person,United Kingdom,M
2023,Research Scientist,Data Science and Research,USD,252990,252990,United States,Mid-level,Full-time,Remote,United States,M
2023,Research Scientist,Data Science and Research,USD,162170,162170,United States,Mid-level,Full-time,Remote,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,USD,260000,260000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,USD,235000,235000,United States,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,United States,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,United States,Mid-level,Full-time,In-person,United States,M
2023,Data Analytics Manager,Leadership and Management,USD,190000,190000,United States,Senior,Full-time,In-person,United States,M
2023,Data Analytics Manager,Leadership and Management,USD,145000,145000,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,212800,212800,United States,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,111600,111600,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,175000,175000,United States,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,130000,130000,United States,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,194521,194521,United States,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,176838,176838,United States,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,200000,200000,United States,Executive,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,170000,170000,United States,Executive,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,191765,191765,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,134236,134236,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,238000,238000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,156000,156000,Canada,Senior,Full-time,Remote,Canada,M
2023,Data Scientist,Data Science and Research,USD,198800,198800,United States,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,90700,90700,United States,Senior,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,154800,154800,United States,Mid-level,Full-time,In-person,United States,M
2023,BI Developer,BI and Visualization,USD,76300,76300,United States,Mid-level,Full-time,In-person,United States,M
